file_name,foreground_label,background_label,position_x,position_y
26082.png,1,61,68,99
26083.png,0,35,21,74
26084.png,6,11,6,101
26085.png,6,26,48,85
26086.png,7,92,105,157
26087.png,3,17,135,133
26088.png,0,74,164,117
26089.png,6,50,82,118
26090.png,1,74,183,71
26091.png,6,44,70,160
26092.png,0,31,59,46
26093.png,1,19,137,126
26094.png,8,95,29,190
26095.png,5,68,2,116
26096.png,2,47,111,71
26097.png,3,4,91,89
26098.png,8,82,99,74
26099.png,4,18,45,4
26100.png,4,10,120,178
26101.png,9,86,3,46
26102.png,5,6,185,120
26103.png,6,96,87,166
26104.png,7,16,159,3
26105.png,8,73,167,17
26106.png,3,25,40,11
26107.png,7,101,173,50
26108.png,8,26,125,5
26109.png,8,21,128,20
26110.png,2,21,41,173
26111.png,3,58,65,179
26112.png,8,38,81,87
26113.png,9,68,147,87
26114.png,4,79,125,129
26115.png,1,31,122,171
26116.png,3,17,69,30
26117.png,9,21,24,99
26118.png,4,7,112,153
26119.png,2,31,72,181
26120.png,6,100,16,158
26121.png,9,90,13,7
26122.png,6,101,120,183
26123.png,3,81,136,45
26124.png,0,19,51,129
26125.png,5,26,137,77
26126.png,3,67,24,170
26127.png,1,24,153,64
26128.png,2,81,145,173
26129.png,4,72,142,184
26130.png,4,92,95,18
26131.png,8,70,159,100
26132.png,3,65,101,46
26133.png,7,34,163,59
26134.png,5,86,32,98
26135.png,6,61,168,168
26136.png,9,54,36,48
26137.png,0,6,182,94
26138.png,5,6,18,62
26139.png,6,11,165,15
26140.png,8,4,40,128
26141.png,1,35,138,153
26142.png,4,55,69,70
26143.png,5,78,109,104
26144.png,0,31,100,142
26145.png,4,22,74,15
26146.png,2,35,2,175
26147.png,8,7,85,131
26148.png,2,100,29,30
26149.png,8,63,68,48
26150.png,9,59,102,42
26151.png,6,99,38,147
26152.png,9,7,123,45
26153.png,5,34,171,3
26154.png,3,101,141,90
26155.png,2,49,64,42
26156.png,8,25,32,161
26157.png,6,60,101,84
26158.png,1,71,78,5
26159.png,9,92,137,190
26160.png,3,11,156,11
26161.png,3,94,52,109
26162.png,0,61,131,17
26163.png,7,68,135,107
26164.png,0,40,87,145
26165.png,7,89,144,161
26166.png,7,71,1,179
26167.png,5,95,33,143
26168.png,1,37,41,10
26169.png,2,81,39,149
26170.png,8,15,147,125
26171.png,5,66,148,169
26172.png,8,36,43,167
26173.png,5,30,142,12
26174.png,5,3,141,110
26175.png,2,69,78,39
26176.png,2,38,97,140
26177.png,0,56,30,187
26178.png,0,49,104,65
26179.png,5,20,163,5
26180.png,1,6,69,92
26181.png,2,96,24,101
26182.png,8,96,138,161
26183.png,3,26,186,187
26184.png,0,95,55,10
26185.png,5,58,42,175
26186.png,2,55,118,19
26187.png,2,63,130,97
26188.png,8,83,83,131
26189.png,3,87,59,2
26190.png,6,9,94,123
26191.png,8,79,79,43
26192.png,6,95,43,164
26193.png,7,47,79,16
26194.png,5,73,30,190
26195.png,8,89,136,18
26196.png,7,51,35,81
26197.png,6,68,178,99
26198.png,8,17,26,27
26199.png,6,71,129,89
26200.png,0,83,141,33
26201.png,9,51,134,28
26202.png,3,4,102,36
26203.png,7,42,165,184
26204.png,2,4,34,2
26205.png,6,51,7,73
26206.png,6,7,74,66
26207.png,0,82,101,133
26208.png,7,89,125,45
26209.png,9,70,181,161
26210.png,3,33,108,139
26211.png,6,89,119,126
26212.png,4,56,171,109
26213.png,2,99,188,125
26214.png,8,92,92,63
26215.png,2,48,125,84
26216.png,8,19,130,122
26217.png,7,7,9,153
26218.png,9,3,48,137
26219.png,2,64,134,150
26220.png,8,33,34,119
26221.png,5,57,30,71
26222.png,9,50,15,1
26223.png,2,80,68,127
26224.png,3,97,82,79
26225.png,8,23,48,119
26226.png,0,55,171,172
26227.png,9,60,51,15
26228.png,6,29,110,96
26229.png,9,59,9,0
26230.png,1,99,65,163
26231.png,6,9,59,120
26232.png,6,73,22,46
26233.png,4,46,5,1
26234.png,2,33,165,35
26235.png,6,69,17,112
26236.png,5,57,101,181
26237.png,5,76,99,17
26238.png,8,68,158,33
26239.png,8,20,143,12
26240.png,6,21,9,76
26241.png,1,2,53,171
26242.png,2,17,41,69
26243.png,6,17,15,95
26244.png,3,47,19,112
26245.png,6,79,159,177
26246.png,8,56,110,26
26247.png,6,79,93,39
26248.png,1,81,62,154
26249.png,7,35,4,122
26250.png,8,26,97,59
26251.png,5,29,37,0
26252.png,9,47,125,144
26253.png,3,21,134,77
26254.png,8,49,83,95
26255.png,5,63,52,190
26256.png,7,16,27,112
26257.png,1,11,94,136
26258.png,0,29,81,78
26259.png,7,60,115,174
26260.png,3,89,58,94
26261.png,3,8,121,74
26262.png,9,8,141,38
26263.png,2,46,55,22
26264.png,7,39,74,68
26265.png,2,99,122,70
26266.png,2,64,170,93
26267.png,1,82,163,118
26268.png,6,32,68,166
26269.png,0,60,37,150
26270.png,7,66,105,156
26271.png,2,60,61,120
26272.png,6,32,83,95
26273.png,4,87,112,74
26274.png,2,84,72,175
26275.png,6,87,103,129
26276.png,7,68,148,50
26277.png,5,62,38,163
26278.png,5,29,132,183
26279.png,2,14,13,80
26280.png,5,38,105,58
26281.png,5,88,93,88
26282.png,2,63,14,179
26283.png,3,12,112,44
26284.png,9,5,111,135
26285.png,7,46,21,95
26286.png,0,21,63,69
26287.png,2,33,177,94
26288.png,1,97,86,21
26289.png,9,11,11,128
26290.png,1,71,103,73
26291.png,7,100,7,95
26292.png,1,20,183,175
26293.png,1,69,40,182
26294.png,1,12,164,58
26295.png,1,9,34,62
26296.png,0,27,68,70
26297.png,4,0,17,53
26298.png,1,16,24,63
26299.png,2,28,78,66
26300.png,0,97,169,146
26301.png,4,96,60,174
26302.png,3,81,27,149
26303.png,5,52,23,134
26304.png,1,56,59,21
26305.png,2,53,13,163
26306.png,8,30,116,173
26307.png,4,32,1,151
26308.png,2,93,87,6
26309.png,6,90,156,29
26310.png,1,17,68,107
26311.png,0,87,115,179
26312.png,0,90,122,113
26313.png,5,40,75,34
26314.png,7,21,45,191
26315.png,1,64,172,20
26316.png,8,1,92,6
26317.png,7,90,70,137
26318.png,7,48,100,144
26319.png,6,65,32,20
26320.png,1,24,161,170
26321.png,2,29,151,168
26322.png,0,56,4,42
26323.png,3,88,4,138
26324.png,6,84,57,180
26325.png,5,97,62,11
26326.png,4,73,150,82
26327.png,3,46,24,50
26328.png,8,63,163,180
26329.png,4,22,141,140
26330.png,5,90,76,33
26331.png,1,16,107,94
26332.png,0,13,43,47
26333.png,6,26,106,13
26334.png,8,52,94,150
26335.png,6,82,51,173
26336.png,3,3,104,190
26337.png,8,48,124,132
26338.png,8,61,55,3
26339.png,6,15,113,146
26340.png,6,79,153,39
26341.png,0,70,164,125
26342.png,0,26,88,49
26343.png,7,65,175,61
26344.png,1,0,133,99
26345.png,7,38,87,13
26346.png,4,83,191,148
26347.png,9,52,180,48
26348.png,9,35,30,64
26349.png,5,0,30,91
26350.png,1,82,160,74
26351.png,4,48,176,5
26352.png,8,45,185,116
26353.png,4,89,12,113
26354.png,5,98,123,10
26355.png,6,39,146,7
26356.png,7,33,151,15
26357.png,3,63,58,170
26358.png,7,36,15,70
26359.png,7,6,57,32
26360.png,4,64,112,111
26361.png,0,75,155,83
26362.png,1,71,115,159
26363.png,5,62,30,4
26364.png,6,90,160,50
26365.png,5,43,8,75
26366.png,6,75,164,101
26367.png,4,11,75,165
26368.png,1,80,90,126
26369.png,8,46,187,26
26370.png,5,54,90,142
26371.png,8,77,26,135
26372.png,3,82,133,72
26373.png,9,37,37,182
26374.png,9,50,175,74
26375.png,1,78,109,139
26376.png,0,7,165,120
26377.png,5,66,64,153
26378.png,4,46,123,100
26379.png,6,95,110,24
26380.png,4,11,8,171
26381.png,8,47,64,67
26382.png,5,101,20,49
26383.png,6,84,132,85
26384.png,9,93,157,41
26385.png,9,96,165,122
26386.png,2,6,66,4
26387.png,6,39,158,183
26388.png,5,25,69,145
26389.png,7,1,191,112
26390.png,2,12,134,61
26391.png,0,93,74,43
26392.png,7,36,57,150
26393.png,9,35,144,187
26394.png,9,60,80,109
26395.png,6,8,146,52
26396.png,2,32,40,127
26397.png,7,1,114,67
26398.png,2,55,139,112
26399.png,3,22,44,83
26400.png,2,45,188,125
26401.png,7,78,161,103
26402.png,8,87,19,181
26403.png,6,2,132,47
26404.png,1,54,78,57
26405.png,1,63,174,110
26406.png,7,86,10,44
26407.png,3,47,161,65
26408.png,3,86,17,73
26409.png,6,21,83,44
26410.png,5,8,107,108
26411.png,7,28,47,83
26412.png,0,78,59,45
26413.png,6,84,41,104
26414.png,2,58,113,145
26415.png,6,33,9,16
26416.png,0,50,164,46
26417.png,4,27,61,63
26418.png,5,4,83,11
26419.png,6,18,112,138
26420.png,7,84,5,190
26421.png,0,24,149,107
26422.png,7,45,71,16
26423.png,4,80,128,84
26424.png,1,53,154,56
26425.png,2,42,162,125
26426.png,2,14,44,14
26427.png,0,65,148,90
26428.png,6,7,82,137
26429.png,6,13,6,120
26430.png,0,25,0,82
26431.png,6,77,186,91
26432.png,6,37,72,148
26433.png,1,19,187,69
26434.png,4,32,146,164
26435.png,9,12,38,156
26436.png,3,12,131,110
26437.png,8,47,0,144
26438.png,8,36,28,64
26439.png,9,2,79,51
26440.png,8,86,176,163
26441.png,7,97,167,17
26442.png,2,94,144,93
26443.png,5,3,93,187
26444.png,7,39,52,85
26445.png,9,70,135,5
26446.png,9,15,158,142
26447.png,9,100,87,79
26448.png,6,26,34,58
26449.png,2,29,129,158
26450.png,1,7,10,40
26451.png,7,91,77,52
26452.png,1,97,72,27
26453.png,3,71,124,176
26454.png,8,69,64,178
26455.png,3,57,150,83
26456.png,1,8,104,85
26457.png,8,40,170,179
26458.png,9,81,109,169
26459.png,4,94,123,130
26460.png,4,100,164,142
26461.png,6,63,123,25
26462.png,3,94,130,120
26463.png,8,93,52,62
26464.png,7,28,103,15
26465.png,1,97,73,31
26466.png,9,21,159,53
26467.png,1,54,154,79
26468.png,9,33,82,1
26469.png,6,96,39,160
26470.png,1,28,70,135
26471.png,1,27,125,43
26472.png,3,73,64,176
26473.png,5,23,179,126
26474.png,1,60,69,24
26475.png,4,75,137,151
26476.png,6,80,80,145
26477.png,4,83,53,61
26478.png,6,43,134,69
26479.png,5,90,105,22
26480.png,9,66,38,51
26481.png,8,13,17,156
26482.png,3,56,95,30
26483.png,9,24,80,145
26484.png,8,82,80,157
26485.png,3,4,115,104
26486.png,5,54,136,151
26487.png,8,61,115,114
26488.png,0,88,93,147
26489.png,9,73,89,181
26490.png,7,24,181,69
26491.png,1,57,136,176
26492.png,6,82,85,140
26493.png,0,73,179,96
26494.png,7,18,106,89
26495.png,0,43,20,135
26496.png,9,55,120,25
26497.png,4,84,91,59
26498.png,1,58,44,123
26499.png,0,94,14,141
26500.png,2,4,34,17
26501.png,5,82,2,21
26502.png,6,61,81,132
26503.png,5,64,70,30
26504.png,5,81,108,90
26505.png,0,35,30,15
26506.png,9,68,126,152
26507.png,0,32,133,64
26508.png,9,8,89,65
26509.png,1,8,82,16
26510.png,8,36,31,186
26511.png,9,71,185,42
26512.png,4,63,17,15
26513.png,6,20,172,115
26514.png,8,92,107,189
26515.png,7,65,92,87
26516.png,6,66,29,173
26517.png,6,79,21,107
26518.png,9,61,33,52
26519.png,1,38,122,105
26520.png,5,93,65,70
26521.png,1,99,115,136
26522.png,0,86,76,3
26523.png,2,46,31,127
26524.png,6,68,34,25
26525.png,3,42,124,120
26526.png,1,35,174,98
26527.png,2,82,166,109
26528.png,8,5,175,179
26529.png,5,62,85,148
26530.png,9,53,89,143
26531.png,9,35,13,168
26532.png,1,97,29,150
26533.png,7,50,31,45
26534.png,3,53,12,125
26535.png,3,68,92,188
26536.png,2,2,141,151
26537.png,6,22,6,132
26538.png,8,15,144,26
26539.png,3,52,183,63
26540.png,4,8,102,112
26541.png,2,63,104,61
26542.png,6,46,131,7
26543.png,5,44,145,27
26544.png,3,66,161,126
26545.png,5,36,70,95
26546.png,0,95,184,30
26547.png,8,64,17,160
26548.png,5,55,98,127
26549.png,2,14,57,155
26550.png,1,33,71,108
26551.png,2,83,53,158
26552.png,0,58,77,20
26553.png,7,30,117,173
26554.png,3,76,178,170
26555.png,4,20,78,184
26556.png,3,10,24,156
26557.png,3,94,44,23
26558.png,3,33,39,142
26559.png,3,66,75,29
26560.png,5,38,69,28
26561.png,9,55,105,177
26562.png,7,28,190,126
26563.png,8,61,54,70
26564.png,3,81,60,42
26565.png,0,43,90,189
26566.png,6,51,33,99
26567.png,7,31,175,29
26568.png,2,74,96,142
26569.png,6,42,174,85
26570.png,2,32,12,49
26571.png,0,45,162,39
26572.png,2,64,100,108
26573.png,3,59,69,52
26574.png,9,35,9,160
26575.png,3,72,133,175
26576.png,1,30,141,145
26577.png,2,5,108,3
26578.png,1,65,62,37
26579.png,8,86,83,122
26580.png,8,5,112,112
26581.png,5,11,154,63
26582.png,8,90,6,26
26583.png,8,83,190,74
26584.png,4,12,136,84
26585.png,9,16,82,25
26586.png,4,91,137,74
26587.png,5,57,9,117
26588.png,2,65,81,102
26589.png,5,76,84,145
26590.png,8,94,133,99
26591.png,5,46,158,44
26592.png,0,28,187,179
26593.png,2,49,106,106
26594.png,8,67,7,159
26595.png,6,29,105,16
26596.png,9,95,149,16
26597.png,9,86,2,6
26598.png,3,8,40,36
26599.png,0,78,94,62
26600.png,9,23,129,128
26601.png,1,78,159,118
26602.png,4,52,181,73
26603.png,8,23,29,17
26604.png,8,16,166,62
26605.png,2,35,133,155
26606.png,7,70,171,111
26607.png,0,53,121,138
26608.png,8,54,160,168
26609.png,3,49,136,120
26610.png,9,33,115,8
26611.png,6,58,178,142
26612.png,4,14,190,150
26613.png,3,71,184,68
26614.png,1,93,125,162
26615.png,7,9,36,64
26616.png,9,68,151,63
26617.png,1,37,57,62
26618.png,6,64,151,115
26619.png,6,24,91,8
26620.png,9,84,181,160
26621.png,8,9,26,39
26622.png,9,44,125,88
26623.png,8,87,122,159
26624.png,3,20,136,74
26625.png,9,8,0,43
26626.png,3,50,183,112
26627.png,9,43,13,109
26628.png,7,59,128,53
26629.png,2,22,131,37
26630.png,2,62,42,7
26631.png,4,5,110,7
26632.png,0,28,87,112
26633.png,7,3,157,173
26634.png,6,34,189,178
26635.png,9,30,14,135
26636.png,1,43,69,0
26637.png,1,30,32,90
26638.png,4,85,152,87
26639.png,8,66,49,42
26640.png,5,87,138,62
26641.png,2,30,52,108
26642.png,3,40,102,8
26643.png,8,76,59,178
26644.png,0,81,49,180
26645.png,4,39,173,27
26646.png,1,25,17,151
26647.png,9,88,123,106
26648.png,2,57,159,116
26649.png,4,20,137,88
26650.png,9,17,124,17
26651.png,2,59,113,0
26652.png,1,1,0,22
26653.png,4,33,134,146
26654.png,9,62,152,188
26655.png,9,64,44,114
26656.png,0,86,115,8
26657.png,3,51,36,65
26658.png,9,7,102,127
26659.png,9,14,29,157
26660.png,3,93,89,10
26661.png,7,71,13,6
26662.png,0,40,18,85
26663.png,2,86,97,76
26664.png,8,65,35,120
26665.png,3,18,89,34
26666.png,8,93,130,140
26667.png,0,54,49,184
26668.png,9,86,184,21
26669.png,7,98,103,135
26670.png,7,38,163,135
26671.png,8,79,79,16
26672.png,8,87,5,87
26673.png,7,10,53,111
26674.png,9,82,153,147
26675.png,3,6,59,109
26676.png,5,4,16,98
26677.png,9,69,26,183
26678.png,8,79,126,56
26679.png,5,79,61,154
26680.png,5,21,187,148
26681.png,9,54,114,90
26682.png,5,79,33,140
26683.png,7,35,69,37
26684.png,0,3,18,59
26685.png,6,23,41,176
26686.png,5,0,0,156
26687.png,7,51,175,104
26688.png,3,65,103,142
26689.png,3,13,45,66
26690.png,3,67,160,94
26691.png,9,56,9,0
26692.png,7,22,25,55
26693.png,0,20,118,128
26694.png,8,39,45,134
26695.png,2,8,88,191
26696.png,2,6,77,103
26697.png,7,78,110,90
26698.png,6,73,23,108
26699.png,7,81,147,1
26700.png,5,52,161,133
26701.png,6,86,121,80
26702.png,7,77,36,19
26703.png,8,46,173,68
26704.png,0,56,106,89
26705.png,5,36,85,107
26706.png,4,29,128,180
26707.png,3,9,129,27
26708.png,0,74,5,86
26709.png,7,30,183,154
26710.png,4,57,189,106
26711.png,3,27,149,21
26712.png,1,64,174,70
26713.png,4,46,85,2
26714.png,8,29,104,12
26715.png,4,81,138,53
26716.png,3,9,54,26
26717.png,4,13,123,190
26718.png,8,9,179,30
26719.png,6,68,106,139
26720.png,8,16,116,45
26721.png,3,59,44,68
26722.png,0,91,86,72
26723.png,0,92,39,83
26724.png,0,35,20,80
26725.png,6,50,22,50
26726.png,3,17,7,100
26727.png,6,1,54,145
26728.png,5,97,81,54
26729.png,1,11,40,129
26730.png,2,13,162,168
26731.png,5,92,78,89
26732.png,7,88,7,191
26733.png,7,74,134,189
26734.png,2,4,147,70
26735.png,5,90,148,6
26736.png,3,90,125,29
26737.png,1,45,38,145
26738.png,5,94,1,21
26739.png,5,6,142,44
26740.png,1,58,116,41
26741.png,1,95,112,144
26742.png,1,15,180,9
26743.png,0,99,162,186
26744.png,0,44,167,110
26745.png,4,96,109,84
26746.png,1,47,66,37
26747.png,5,4,36,91
26748.png,6,39,158,191
26749.png,7,95,126,116
26750.png,2,57,57,24
26751.png,5,46,99,94
26752.png,7,13,1,15
26753.png,5,70,153,154
26754.png,4,64,10,112
26755.png,5,100,90,178
26756.png,9,94,41,98
26757.png,2,95,186,177
26758.png,2,55,125,26
26759.png,9,55,103,8
26760.png,2,99,44,57
26761.png,0,78,31,6
26762.png,2,64,54,66
26763.png,9,83,76,176
26764.png,0,44,58,128
26765.png,2,25,14,18
26766.png,9,39,40,27
26767.png,7,95,39,165
26768.png,2,46,134,146
26769.png,9,6,56,73
26770.png,3,90,150,153
26771.png,6,100,159,99
26772.png,4,62,133,18
26773.png,2,28,149,22
26774.png,9,25,149,165
26775.png,5,46,85,2
26776.png,0,72,59,101
26777.png,8,18,190,87
26778.png,0,35,24,152
26779.png,7,40,75,166
26780.png,9,55,102,171
26781.png,4,36,122,25
26782.png,6,45,166,33
26783.png,0,98,171,155
26784.png,8,67,91,22
26785.png,5,97,33,124
26786.png,2,58,143,8
26787.png,1,60,137,122
26788.png,7,8,135,36
26789.png,1,59,172,29
26790.png,9,57,4,145
26791.png,5,15,156,80
26792.png,2,48,125,161
26793.png,6,33,164,35
26794.png,1,91,165,134
26795.png,2,88,87,172
26796.png,7,37,9,104
26797.png,3,24,79,138
26798.png,6,23,8,135
26799.png,5,2,143,126
26800.png,6,17,123,82
26801.png,8,79,33,0
26802.png,9,24,158,176
26803.png,2,31,8,170
26804.png,5,13,182,128
26805.png,9,53,147,42
26806.png,8,3,119,9
26807.png,2,72,117,32
26808.png,5,70,180,72
26809.png,4,92,107,3
26810.png,7,86,64,69
26811.png,7,36,156,1
26812.png,4,89,67,55
26813.png,3,97,151,72
26814.png,7,20,186,1
26815.png,0,12,18,174
26816.png,7,70,70,177
26817.png,9,21,80,98
26818.png,1,59,49,131
26819.png,4,29,7,155
26820.png,7,16,13,178
26821.png,7,53,125,152
26822.png,9,38,131,110
26823.png,4,71,31,64
26824.png,0,49,176,159
26825.png,9,34,187,74
26826.png,7,72,97,78
26827.png,5,89,110,52
26828.png,9,86,150,137
26829.png,6,80,11,182
26830.png,4,46,137,42
26831.png,7,58,71,191
26832.png,9,51,159,123
26833.png,2,55,166,126
26834.png,6,41,101,120
26835.png,7,70,178,175
26836.png,5,54,117,68
26837.png,2,33,23,161
26838.png,4,48,77,0
26839.png,9,16,81,146
26840.png,0,50,128,171
26841.png,6,94,77,166
26842.png,0,84,63,137
26843.png,1,61,38,160
26844.png,4,46,56,27
26845.png,5,58,169,112
26846.png,0,91,2,146
26847.png,9,24,22,73
26848.png,9,91,74,164
26849.png,3,37,9,58
26850.png,4,71,163,168
26851.png,7,87,9,22
26852.png,9,20,24,175
26853.png,1,52,183,120
26854.png,4,38,170,191
26855.png,2,96,14,134
26856.png,8,58,18,13
26857.png,5,85,100,191
26858.png,7,64,102,8
26859.png,3,3,175,110
26860.png,4,20,174,125
26861.png,7,29,67,73
26862.png,3,37,67,114
26863.png,8,5,112,6
26864.png,2,90,103,168
26865.png,4,41,131,128
26866.png,7,58,154,34
26867.png,5,57,105,125
26868.png,9,50,152,9
26869.png,9,64,17,90
26870.png,1,9,97,50
26871.png,5,75,128,162
26872.png,6,73,69,174
26873.png,2,80,14,170
26874.png,5,58,103,136
26875.png,9,84,30,104
26876.png,3,78,33,185
26877.png,1,64,178,145
26878.png,1,57,18,152
26879.png,0,53,151,168
26880.png,9,75,15,0
26881.png,1,64,111,83
26882.png,4,14,70,146
26883.png,3,86,94,142
26884.png,5,87,119,148
26885.png,6,15,134,104
26886.png,4,7,44,174
26887.png,7,92,85,40
26888.png,9,35,78,185
26889.png,5,22,166,135
26890.png,4,28,48,132
26891.png,2,0,75,16
26892.png,4,33,166,63
26893.png,2,97,154,154
26894.png,4,4,101,165
26895.png,7,33,22,68
26896.png,5,79,70,65
26897.png,4,3,109,79
26898.png,8,49,101,55
26899.png,1,5,86,151
26900.png,3,37,47,176
26901.png,7,67,81,74
26902.png,4,23,47,80
26903.png,7,87,111,80
26904.png,3,101,104,142
26905.png,1,44,180,71
26906.png,3,73,134,14
26907.png,3,65,183,111
26908.png,9,80,145,136
26909.png,5,17,155,150
26910.png,7,95,129,18
26911.png,4,90,83,145
26912.png,3,90,68,158
26913.png,0,79,138,180
26914.png,5,6,140,94
26915.png,1,34,169,90
26916.png,7,83,49,36
26917.png,5,74,134,40
26918.png,0,55,134,149
26919.png,6,18,18,64
26920.png,5,79,124,27
26921.png,6,80,18,152
26922.png,0,32,171,81
26923.png,8,33,118,140
26924.png,4,27,122,136
26925.png,8,78,89,87
26926.png,4,60,84,147
26927.png,8,6,134,11
26928.png,3,6,109,3
26929.png,4,3,34,103
26930.png,1,17,52,179
26931.png,7,60,25,131
26932.png,9,73,42,81
26933.png,5,66,122,157
26934.png,3,64,191,107
26935.png,1,83,177,39
26936.png,4,76,150,73
26937.png,1,19,152,175
26938.png,8,46,54,129
26939.png,3,70,84,161
26940.png,6,79,102,126
26941.png,9,90,170,151
26942.png,9,9,131,12
26943.png,4,62,17,104
26944.png,8,49,38,74
26945.png,9,25,75,58
26946.png,4,41,36,58
26947.png,7,47,25,17
26948.png,8,25,157,74
26949.png,5,52,187,7
26950.png,1,92,81,82
26951.png,8,97,71,145
26952.png,9,34,86,105
26953.png,4,11,72,149
26954.png,5,100,113,54
26955.png,9,24,4,171
26956.png,2,95,175,135
26957.png,2,52,30,153
26958.png,5,29,35,58
26959.png,4,23,87,95
26960.png,2,58,50,183
26961.png,2,53,79,55
26962.png,5,57,95,109
26963.png,7,57,141,93
26964.png,3,28,114,38
26965.png,3,59,77,96
26966.png,6,25,106,184
26967.png,8,12,75,115
26968.png,2,61,110,154
26969.png,5,101,122,172
26970.png,9,13,80,175
26971.png,5,96,51,66
26972.png,9,98,116,166
26973.png,7,51,39,84
26974.png,3,67,128,73
26975.png,4,32,103,65
26976.png,2,85,163,64
26977.png,8,89,174,67
26978.png,4,6,97,181
26979.png,4,82,59,64
26980.png,8,48,91,149
26981.png,8,8,13,159
26982.png,2,1,145,168
26983.png,7,5,146,88
26984.png,7,2,148,72
26985.png,0,12,121,133
26986.png,1,54,22,64
26987.png,5,55,65,26
26988.png,8,101,182,93
26989.png,9,2,38,49
26990.png,2,71,154,22
26991.png,7,100,3,7
26992.png,2,64,153,157
26993.png,8,66,116,21
26994.png,1,54,59,44
26995.png,2,54,136,182
26996.png,5,30,48,85
26997.png,4,35,128,12
26998.png,5,28,101,113
26999.png,2,51,126,4
27000.png,0,33,26,106
27001.png,2,22,39,21
27002.png,1,93,115,165
27003.png,4,71,53,32
27004.png,0,56,130,68
27005.png,9,37,64,118
27006.png,7,42,62,37
27007.png,0,97,51,52
27008.png,6,59,1,37
27009.png,1,30,177,47
27010.png,6,0,144,110
27011.png,9,58,40,59
27012.png,3,26,101,95
27013.png,3,37,167,26
27014.png,4,3,34,98
27015.png,7,52,77,128
27016.png,5,95,117,91
27017.png,4,29,139,80
27018.png,9,40,3,76
27019.png,1,15,156,115
27020.png,3,94,174,145
27021.png,3,65,29,60
27022.png,6,2,45,154
27023.png,4,37,144,156
27024.png,1,21,119,141
27025.png,9,26,23,48
27026.png,0,95,184,33
27027.png,8,91,67,172
27028.png,4,2,31,170
27029.png,4,27,56,1
27030.png,9,4,70,73
27031.png,4,9,20,142
27032.png,5,58,29,110
27033.png,8,43,186,162
27034.png,8,46,154,133
27035.png,7,8,115,90
27036.png,7,1,161,133
27037.png,1,101,14,176
27038.png,7,34,184,144
27039.png,7,66,174,100
27040.png,9,26,26,175
27041.png,9,58,38,110
27042.png,0,76,42,84
27043.png,7,35,105,156
27044.png,4,13,54,50
27045.png,9,98,61,94
27046.png,2,0,30,134
27047.png,0,56,122,23
27048.png,0,58,54,105
27049.png,2,49,64,135
27050.png,4,38,96,59
27051.png,6,74,133,122
27052.png,1,27,178,106
27053.png,5,96,8,158
27054.png,7,0,44,46
27055.png,7,82,49,78
27056.png,8,43,20,149
27057.png,8,50,88,166
27058.png,9,2,190,180
27059.png,0,25,59,148
27060.png,7,2,184,165
27061.png,8,34,8,154
27062.png,4,58,1,175
27063.png,4,99,130,83
27064.png,3,70,142,7
27065.png,5,54,10,91
27066.png,5,57,42,174
27067.png,8,45,10,97
27068.png,8,28,30,122
27069.png,3,36,150,33
27070.png,9,46,17,77
27071.png,0,55,69,101
27072.png,2,70,112,30
27073.png,1,82,137,94
27074.png,4,26,10,24
27075.png,0,41,88,117
27076.png,2,86,48,178
27077.png,3,41,76,9
27078.png,7,6,54,82
27079.png,7,15,1,152
27080.png,0,94,66,0
27081.png,2,38,50,37
27082.png,6,76,2,136
27083.png,9,6,100,130
27084.png,1,87,5,43
27085.png,9,91,97,19
27086.png,7,46,121,30
27087.png,6,22,129,157
27088.png,6,3,7,177
27089.png,1,86,95,115
27090.png,3,56,7,160
27091.png,2,71,49,110
27092.png,5,15,181,25
27093.png,5,99,9,151
27094.png,5,71,156,14
27095.png,6,75,68,52
27096.png,3,71,8,15
27097.png,2,26,150,53
27098.png,7,4,41,154
27099.png,1,3,46,125
27100.png,4,44,82,70
27101.png,1,91,89,168
27102.png,6,11,94,152
27103.png,2,88,34,186
27104.png,0,33,126,184
27105.png,4,87,117,173
27106.png,4,3,69,114
27107.png,5,59,8,42
27108.png,3,10,38,138
27109.png,5,10,174,136
27110.png,2,28,19,69
27111.png,9,36,71,13
27112.png,9,69,166,188
27113.png,7,15,122,137
27114.png,3,79,155,16
27115.png,3,39,45,39
27116.png,7,61,133,38
27117.png,6,94,108,25
27118.png,3,89,67,62
27119.png,9,90,184,173
27120.png,6,21,132,111
27121.png,2,65,77,28
27122.png,9,1,169,176
27123.png,7,39,39,60
27124.png,8,65,176,126
27125.png,5,64,147,17
27126.png,6,61,10,154
27127.png,6,5,16,99
27128.png,0,36,147,105
27129.png,1,83,180,177
27130.png,1,91,142,81
27131.png,2,44,134,21
27132.png,1,91,44,85
27133.png,9,45,151,120
27134.png,6,76,186,65
27135.png,4,62,17,96
27136.png,3,69,98,168
27137.png,0,75,147,172
27138.png,3,41,150,108
27139.png,4,7,141,13
27140.png,5,2,87,148
27141.png,5,86,115,155
27142.png,3,82,186,158
27143.png,1,93,177,94
27144.png,4,69,155,53
27145.png,7,59,96,13
27146.png,9,92,49,44
27147.png,0,4,142,99
27148.png,9,72,173,2
27149.png,2,70,121,101
27150.png,5,45,19,94
27151.png,9,9,14,79
27152.png,3,63,47,51
27153.png,8,13,127,53
27154.png,6,42,10,83
27155.png,0,7,3,174
27156.png,3,22,159,73
